id,title,clips_count,description,episodes_count,genres,score,seasons_count,company,released_at,rating
25839,Superstore,33,"Revolving around a group of employees at a big-box store, it examines love, friendship and the beauty of everyday moments.",22,[Comedy~Sitcoms|Family],4.441192282,1,NBC,2015-11-17T00:50:20Z,TV-14
15138,Sleepy Hollow,48,"In this modern-day twist on Washington Irving's classic, ICHABOD CRANE is resurrected and pulled two and a half centuries through time to find that the world is on the brink of destruction, forcing him to team up with a contemporary police officer to unravel a mystery that dates back to the founding fathers.",62,[Drama],4.566322227,4,FOX,2013-08-15T22:35:08Z,TV-14
11258,Chicago Fire,65,"From renowned, Emmy Award-winning executive producer Dick Wolf (""Law & Order"" brand) and creators Derek Haas and Michael Brandt, the writing team behind ""3:10 to Yuma,"" comes the high-octane drama ""Chicago Fire,"" -- an edge-of-your-seat view into the lives of everyday heroes committed to one of America’s noblest professions.  For the firefighters, rescue squad and paramedics of Chicago Firehouse 51, no occupation is more stressful or dangerous, yet so rewarding and exhilarating.  These courageous men and women are among the elite who forge headfirst into danger when everyone else is running the other way and whose actions make the difference between life and death.  ",5,[Drama],4.6325615,1,NBC,2012-08-17T22:25:05Z,TV-14
2313,Private Practice,246,"The 'Grey's Anatomy' spin-off focuses on neonatal surgeon Addison Forbes Montgomery, who has left Seattle Grace and moved to L.A., where she practices at the upscale Oceanside Wellness Clinic with her divorced medical-school friends Naomi and Sam Bennett.",111,[Drama~Medical Drama|Health and Wellness],4.230377343,6,ABC,2009-07-16T23:20:16Z,TV-14
26058,Lucifer,33,"The Devil has come to Los Angeles…Based upon the characters created by Neil Gaiman, Sam Kieth and Mike Dringenberg for DC Entertainment’s Vertigo imprint, LUCIFER is the story of the original fallen angel. Bored and unhappy as the Lord of Hell, LUCIFER MORNINGSTAR (Tom Ellis has abandoned his throne and retired to L.A., where he owns Lux, an upscale nightclub.  Charming, charismatic and devilishly handsome, Lucifer is enjoying his retirement, indulging in a few of his favorite things – wine, women and song – when a beautiful pop star is brutally murdered outside of Lux. For the first time in roughly 10 billion years, he feels something awaken deep within him as a result of this murder. Compassion? Sympathy? The very thought disturbs him – as well as his best friend and confidante, MAZIKEEN aka MAZE (Lesley-Ann Brandt), a fierce demon in the form of a beautiful young woman.",31,[Drama],4.630420254,2,FOX,2015-12-07T22:06:24Z,TV-14
1201,The O.C.,3,"In The O.C., the lives of a group of friends and families are forever changed when an outsider arrives to their affluent community of Newport Beach in Orange County, California. From Josh Schwartz, the executive producer of Gossip Girl and Chuck, the series became a pop-culture phenomenon with its mix of heart, humor, drama and romance.",92,[Drama|Drama~Romance|Teen],4.054741305,4,Warner Bros.,2016-06-11T00:06:21Z,TV-14
14027,Inside Amy Schumer,79,"Straight-talking comic girl-next-door Amy Schumer is exposing herself -- and her messy world of dating, drinking and public debacles -- when she steps out from behind the microphone for an all-new, genre-busting comedy series.",39,[Comedy~Sketch Comedy],3.750503665,4,Comedy Central,2016-04-16T05:00:27Z,TV-MA
19145,Rizzoli & Isles,0,"Based on the best-selling crime novels, Angie Harmon and Sasha Alexander star as detective Jane Rizzoli and medical examiner Maura Isles. Opposites in many ways -- Rizzoli is brash and tomboyish; the methodical and impeccably dressed Isles is often icy -- together, they use their brilliant minds to bust Boston's most notorious criminals.",105,[Drama~Police Drama|Drama~Medical Drama],4.433746549,7,TNT,,TV-14
25243,Rugrats,0,"See life from the ground up with Tommy, Chuckie, Susie, Lil, Phil, and the hardly angelic, Angelica. Usually led by fearless leader Tommy, the Rugrats turn the ordinary into the extraordinary and every day into the perfect setting for adventure!",166,[Animation and Cartoons~Saturday Morning Cartoons|Kids],3.849742615,9,Nickelodeon,,TV-Y
18114,Blue Bloods,0,Blue Bloods is a drama about a multi-generational family of cops dedicated to New York City law enforcement.,155,[Drama~Police Drama],4.551720635,7,CBS,2014-06-30T06:05:13Z,TV-14
15054,Rabbids Invasion,0,"The Rabbids land on Earth and everything becomes a source of wonder and entertainment for them. Watch as these indestructible and uncontrollable creatures break all social rules, and create hilarious chaos in their non-stop quest for amusement!",52,[Animation and Cartoons|Videogames|Kids],3.433965658,2,Nickelodeon,,TV-Y7
12867,Frasier,0,"Comedy series set in Seattle, WA, which chronicles the lives of an eloquently pompous radio show host Dr. Frasier Crane (Kelsey Grammer), his brazen radio producer Roz (Peri Gilpin), his competitive, high-brow brother Niles (David Hyde Pierce), their crotchety father Martin (John Mahoney) and his quirky live-in nurse Daphne (Jane Leeves). ",264,[Comedy~Sitcoms],4.252930323,11,CBS,,TV-PG
28109,Gravity Falls,1,"Twin brother and sister Dipper and Mabel Pines are in for an unexpected adventure when they spend the summer with their great uncle in the mysterious town of Gravity Falls, Oregon. Upon their arrival, Dipper and Mabel's huckster great uncle, also known as Grunkle Stan, enlists the siblings' help in running The Mystery Shack, a fun tourist trap he owns that overcharges unsuspecting customers. Although Dipper and Mabel quickly discover The Mystery Shack itself is a hoax, they sense there is something strange about their new town and together they begin to unlock the secrets of Gravity Falls.",40,[Animation and Cartoons|Kids],4.598782733,2,Disney XD,,TV-Y7
11266,Mistresses,1,"A provocative yet sophisticated drama about four women and their love lives, their sex lives, their secrets, their lies, and above all, their friendship. From ABC Studios, and based on the hit BBC series of the same name, this is Executive Produced by Bob Sertner (""Revenge,"" ""No Ordinary Family""), KJ Steinberg (""Gilded Lilys,"" ""Gossip Girl"") and Rina Mimoun (""Privileged,"" ""Gilmore Girls""). ",52,[Drama],4.28725664,4,ABC,2012-08-18T00:55:05Z,TV-14
19289,Gotham,120,"Revealing an entirely new chapter that has never been told, in the rise of the great DC Comics Super-Villains and vigilantes, GOTHAM follows one cop, destined for greatness, as he navigates a dangerously corrupt city teetering between good and evil, and chronicles the birth of one of the most popular super heroes of our time.",5,[Drama],4.613357996,1,FOX,2014-08-06T23:31:21Z,TV-14
2324,Inuyasha,1,"Kagome is a modern high school girl who doesn't believe in the old myths and legends surrounding her grandfather's shrine. That is, until the day she falls into the shrine's well and into another time! In Japan's ancient past, Kagome joins the half demon Inuyasha on a quest to find the scattered shards of the Shikon Jewel, a gem so powerful that demons from across the land will do anything to get even a piece. Along the way they gain friends, battle enemies, and prepare to face their deadliest foe and rival for the Shikon Jewel--Naraku!",334,[Anime|International~Japanese],4.325406635,7,Viz Media,2009-07-20T20:10:12Z,TV-14
23481,Clarence,77,"Clarence finds something amazing in just about everything. Discover the best that life has to offer--epic pinecone wars, backyard tree forts and the secret worlds beyond milk cartons--all through the eyes of Clarence and his friends, the unpredictable Sumo and overly-cautious Jeff.",77,[Animation and Cartoons|Kids],3.34723817,2,Cartoon Network,2015-06-26T19:53:11Z,TV-PG
20977,Drake & Josh,0,"While Drake is laid back and goes with the flow, Josh lives strictly by the rules! But when Josh's dad and Drake's mom get married, these two totally opposite boys become stepbrothers!",47,[Kids|Comedy],3.942327483,4,Nickelodeon,,TV-G
20969,Hey Arnold!,0,"Football-headed Arnold lives with his offbeat grandparents and pet pig in a boarding house inhabited by a bunch of eccentrics. With his best buddy Gerald, Arnold endures playground bullies, crushes, and everything else that comes with big-city life.",99,[Animation and Cartoons~Saturday Morning Cartoons|Kids|Teen],4.098780423,5,Nickelodeon,,TV-Y7
14114,East Los High,34,"East Los High is a breakthrough Hulu Original that centers around romance, dance, and the struggle of a group of Latino teens living in East Los Angeles.",60,[Drama|Latino|Teen],4.15686925,4,Hulu Original Series,2013-04-29T06:00:10Z,TV-14
2553,Modern Family,68,"Today's American families come in all shapes and sizes. The cookie cutter mold of man + wife + 2.5 kids is a thing of the past, as it becomes quickly apparent in the bird's eye view of ABC's half-hour comedy, which takes an honest and often hilarious look at the composition and complexity of modern family life.",22,[Comedy~Sitcoms|Teen|Family],4.640557002,1,ABC,2009-09-02T21:10:10Z,TV-14
22416,Adventure Time,223,"It's one crazy adventure after another for human boy, Finn, and his best friend, Jake, a 28-year old dog with magical powers. They're out to have the most fun possible and they sure do find it exploring the Land of Ooo! Whether it's saving Princess Bubblegum, battling zombie candy, taunting the Ice King or rocking out with Marceline the Vampire Queen, with Finn and Jake it's always ADVENTURE TIME!",223,[Kids|Animation and Cartoons|Teen],4.36580305,7,Cartoon Network,2015-05-01T06:50:00Z,TV-PG
77,Saturday Night Live,7073,NBC in association with Broadway Video Enterprises bring you the landmark sketch comedy series.,370,[Comedy~Sketch Comedy|Comedy~Late Night Comedy],4.083795347,18,NBC,2007-10-11T15:51:20Z,TV-14
11248,The Mindy Project,23,"A single-camera comedy, starring Mindy Kaling, that follows a skilled OB/GYN navigating the tricky waters of both her personal and professional life, as she pursues her dreams of becoming the perfect woman, finding the perfect man and getting her perfect romantic comedy ending.",107,[Comedy~Sitcoms],4.440965244,5,Hulu Original Series,2012-08-16T16:17:05Z,TV-14
2505,Community,0,"Disbarred lawyer Jeff Winger enrolls in a local community college. While there, he forms a study group who eventually learn more about themselves than their course work.",110,[Comedy],4.583853327,6,Sony Pictures Television,,TV-14
2252,Grey's Anatomy,155,"The doctors of Grey Sloan Memorial Hospital deal with life-or-death consequences on a daily basis – it's in one another that they find comfort, friendship and, at times, more than friendship. Together they're discovering that neither medicine nor relationships can be defined in black and white. Real life only comes in shades of grey.",24,[Drama~Medical Drama|Teen],4.462517355,1,ABC,2008-11-24T23:02:04Z,TV-14
58,The Simpsons,405,"This long-running animated comedy focuses on the eponymous family in the town of Springfield in an unnamed U.S. state. The head of the Simpson family, Homer, is not a typical family man. A nuclear-plant employee, he does his best to lead his family but often finds that they are leading him. The family includes loving, blue-haired matriarch Marge, troublemaking son Bart, overachieving daughter Lisa and baby Maggie. Other Springfield residents include the family's religious neighbor, Ned Flanders, family physician Dr. Hibbert, Moe the bartender and police chief Clancy Wiggum.",21,[Comedy~Sitcoms|Animation and Cartoons~Primetime Animation],4.259297787,1,FOX,2007-10-01T18:30:27Z,TV-14
15137,Brooklyn Nine-Nine,155,"BROOKLYN NINE-NINE is an ensemble comedy about a talented-but-carefree detective, a by-the-book police captain and their precinct colleagues. While based in the workplace, the series is not really about the job – it’s about the men and women behind the badge.",90,[Comedy],4.525907915,4,FOX,2013-08-15T22:29:08Z,TV-14
1968,Parks and Recreation,1,"Leslie Knope takes on the system in Pawnee, IN.",123,[Comedy~Sitcoms],4.582548165,7,NBC,,TV-14
22015,The Amazing World of Gumball,156,"Gumball’s world is pretty run-of-the-mill. He’s chased around school by a T-Rex. He has a friend named Anton who’s a piece of toast. He’s got a crush on Penny, a peanut with antlers. His dad is a 6’4” bunny. His mom works at a Rainbow Factory. And his brother is a goldfish named Darwin. Yup, everything looks perfectly normal here.",156,[Kids|Animation and Cartoons|Family|Teen],4.015876956,4,Cartoon Network,2015-04-16T00:23:53Z,TV-Y7-FV
4910,Bob's Burgers,99,"Bob runs Bob's Burgers with the help of his wife and their three kids. Business may be slow, but they never give up hope.",129,[Animation and Cartoons~Primetime Animation|Comedy],4.323962371,7,FOX,2010-05-20T00:00:07Z,TV-14
7529,New Girl,139,"An ensemble comedy centering on a free-spirited young woman, her three male roommates and her best friend, as they navigate modern relationships and end up forming a charmingly dysfunctional – or strangely functional –  family.",22,[Comedy~Sitcoms|Teen],4.588292488,1,FOX,2011-05-18T00:42:12Z,TV-14
2103,Glee,0,"A group of ambitious and talented kids find strength, acceptance and, ultimately, their voices in this uplifting musical comedy.",121,[Drama|Music~Musicals|Comedy|Teen],4.187489416,6,FOX,,TV-14
10,Bones,60,Forensic anthropologist Dr. Temperance Brennan uses her uncanny ability to read clues left behind in bones to help FBI agent Seeley Booth solve murder cases. Based on the life of anthropologist and novelist Kathy Reichs.,246,[Drama~Crime and Courtroom Drama],4.618597705,12,FOX,2007-09-06T20:45:31Z,TV-14
11226,Nashville,426,"A legendary queen of country music struggles to maintain her place in the spotlight while dealing with an ambitious rising pop-country vixen who wants to knock her off the throne. From executive producer Callie Khouri (writer of Thelma & Louise) comes this contemporary musical drama about love, power, money, family and music. ",107,[Drama|Music~Musicals],4.424495117,5,CMT,2012-08-14T19:07:05Z,TV-MA
22278,Regular Show,220,"Mordecai – a sarcastic blue jay, and Rigby – a somewhat responsible raccoon, are best friends. They even work together at a park owned by Pops, a big lollipop-headed guy. Which seems normal enough. They’ve got a cranky gumball machine for a boss and they work alongside a Zen-like yeti named Skips. Yep. Everything is as regular as can be.",217,[Kids|Animation and Cartoons|Teen],4.061273937,7,Cartoon Network,2015-05-01T06:50:00Z,TV-PG
7555,Once Upon a Time,135,"From the inventive minds of Lost executive producers Adam Horowitz and Edward Kitsis comes a bold new imagining of the world, where fairy tales and the modern day are about to collide.",22,[Drama|Science Fiction~Science Fiction - Thriller|Teen|Family],4.715775889,1,ABC,2011-05-17T19:35:12Z,TV-PG
22881,Rick and Morty,21,"Rick and Morty is a show about a sociopathic scientist who drags his unintelligent grandson on insanely dangerous adventures across the universe. Created and executive produced by Dan Harmon (Community, Channel 101) and Justin Roiland (House of Cosbys).",21,[Animation and Cartoons~Primetime Animation|Teen],4.772879511,2,Adult Swim,2015-05-01T06:50:00Z,TV-MA
6341,Workaholics,69,"College is over but the party isn’t. Join three best buds as they share a job, a crash pad and a promise to never let work get in the way of a good time—on this raucously original series.",86,[Comedy],4.577148191,7,Comedy Central,2015-10-10T00:19:17Z,TV-MA
1318,Bleach,0,"For as long as he can remember, Ichigo Kurosaki has been able to see ghosts. But when he meets Rukia, a Soul Reaper who battles evil spirits known as Hollows, he finds his life is changed forever when Rukia transfers most of her powers to him. Now a Soul Reaper himself with a new found wealth of spiritual energy, Ichigo discovers his true calling: to protect the living and the dead from evil. But when Rukia's actions are called under scrutiny, Ichigo and his friends must put everything on the line to prepare to save their friend from the harsh justice of the Soul Society.",732,[Anime~Anime - Supernatural and Horror|International~Japanese|Teen],4.421983759,26,Viz Media,2008-10-02T00:23:49Z,TV-14
2138,One Piece,4,"Monkey D. Luffy refuses to let anyone or anything stand in the way of his quest to become king of all pirates. With a course charted for the treacherous waters of the Grand Line, this is one captain who’ll never drop anchor until he’s claimed the greatest treasure on Earth – the Legendary One Piece!",747,[Anime|International~Japanese],4.146686059,11,Toei Animation,2009-05-24T02:40:18Z,TV-14
6290,The Voice,1024,"Four famous musician coaches will each select singers to mentor into artists during the blind auditions. Once they have their teams, the star coaches will bring in their personal songwriters, producers, and high-powered friends to help their teams evolve. Ultimately, America will decide which singer will be worthy of the grand prize.",0,[Reality and Game Shows~Competition|Music|Teen|Family],4.1234969,0,NBC,2016-08-21T23:30:24Z,
22638,Doc McStuffins,0,"A magical animated series about a six-year-old girl, Doc McStuffins, who has the ability to talk to and heal toys and stuffed animals! With the help of her stuffed animal friends, Doc runs a clinic for toys out of her playhouse. The series emphasizes the importance of lending a helping hand, or paw, when people and toys need it most.",92,[Animation and Cartoons|Kids],3.503616156,3,Disney Junior,,TV-Y7
148,Hell's Kitchen,1,An unscripted culinary boot camp that features the drama of aspiring restaurateurs competing for world-renowned Chef Gordon Ramsay’s approval and the chance to become America’s next culinary star.,0,[Reality and Game Shows~Competition|Food~Cooking Competitions|Family],4.05219787,0,FOX,2017-08-10T00:23:26Z,
21027,Empire,200,"From Academy Award nominee Lee Daniels (“Lee Daniels’ The Butler,” “Precious”) and Emmy Award winner Danny Strong (“Game Change,” “Lee Daniels’ The Butler”), comes EMPIRE, a sexy and powerful new drama about the head of a music empire whose three sons and wife all battle for his throne. Set to an original soundtrack written and produced by hip-hop hitmaker Timbaland, the family drama stars Academy Award nominee Terrence Howard (“Crash,” “Hustle & Flow”) and Academy Award and Emmy Award nominee Taraji P. Henson (“Person of Interest,” “The Curious Case of Benjamin Button”).",48,[Drama~Soap Operas|Music~Musicals],4.57500889,3,FOX,2014-12-10T03:00:19Z,TV-14
35,It's Always Sunny in Philadelphia,8,"Wednesdays at 10pm on FXX. It's Always Sunny in Philadelphia features Mac, Dennis, Charlie, Sweet Dee and Frank, five ne’er-do-wells who own and operate Paddy’s Pub in Philadelphia. Their constant scheming usually lands them in a world of hurt, yet they never seem to learn from their mistakes. As they say, some things never change. So prepare for more depraved schemes, half-baked arguments and absurdly underhanded plots to subvert one another.

It's Always Sunny in Philadelphia was created by Rob McElhenney and is executive produced by Rob McElhenney, Charlie Day, Glenn Howerton, Michael Rotenberg, Nicholas Frenkel, Tom Lofaro, Rob Rosell, Scott Marder and David Hornsby. An FX Networks Original Series.",123,[Comedy~Sitcoms],4.478408089,11,FXX,2015-09-14T19:22:16Z,TV-MA
150,Keeping Up With the Kardashians,683,Keeping Up with the Kardashians takes viewers inside the hectic lives of Hollywood's modern-day Brady Bunch. Can two famous clans come together as one united front? Or will their individual lust for the limelight end up fracturing the family?,181,[Reality and Game Shows~Real Life Drama|Teen],3.211605378,12,E! Entertainment,2007-10-20T00:30:48Z,TV-14
15094,The Good Wife,1,"Julianna Margulies (ER) ignites the screen as Alicia Florrick, the political wife whose world is shattered when her husband (Chris Noth, Sex & the City, Law & Order) is caught in a sex and corruption scandal. Forced to support her family, Alicia returns to work at a Chicago law firm headed by Diane Lockhart (Emmy and Tony Award winner Christine Baranski) and Will Gardner (Josh Charles), a driven attorney with a passion for justice. A gripping blend of courtroom drama, politics and steamy personal relationships, THE GOOD WIFE features an A-List cast of regulars and guest stars like Michael J. Fox, Matthew Perry and Rita Wilson. Hailed by the Chicago Tribune for its “deluxe production values, smart writing, and outstanding array of actors,” the series earned 14 Emmy nominations in its first two seasons alone. With fascinating characters and timely scripts torn from the headlines, the verdict is in: THE GOOD WIFE is great entertainment.",156,[Drama~Crime and Courtroom Drama],4.560711786,7,CBS,2013-08-30T14:00:17Z,TV-14
13844,Curious George,0,"For nearly 65 years, generations of young children have been charmed by the literary adventures of Curious George. Now George is ready for his next big adventure! Based on the best-selling Curious George books by Margret and H.A. Rey, the series expands George’s world to include a host of colorful new characters and original locales, while maintaining the charm of the beloved books. The series aims to inspire kids to explore science, math, and engineering in the world around them.",108,[Kids|Comedy|Animation and Cartoons],3.578587476,9,Universal Television,,TV-G
1304,Naruto,0,"The Village Hidden in the Leaves is home to the stealthiest ninja in the land.  But twelve years earlier, a fearsome Nine-tailed Fox terrorized the village before it was subdued and its spirit sealed within the body of a baby boy--Naruto Uzumaki!",440,[Anime~Anime - Action Adventure|International~Japanese],4.212936615,4,Viz Media,2008-09-23T00:22:58Z,TV-14
15360,The Goldbergs,169,"The Goldbergs are a loving family like any other, just with a lot more yelling, but for geeky 11-year old Adam these were his wonder years and he faced them armed with a video camera to capture all the crazy.",95,[Comedy~Sitcoms|Family],4.384575644,4,ABC,2013-09-02T18:24:11Z,TV-14
19738,Black-ish,229,"Andre 'Dre' Johnson has a great job, a beautiful wife, Rainbow, four kids, and a colonial home in the 'burbs. But has success brought too much assimilation for this black family?",72,[Comedy~Sitcoms|Family],4.23707817,3,ABC,2014-09-05T04:30:17Z,TV-14
2259,Desperate Housewives,323,"ABC's Desperate Housewives offers a deliciously juicy glimpse into the lives of everyone's favorite housewives. On the surface, the ladies of Wisteria Lane appear to be the picture of suburban America. But underneath lay bigger mysteries - infidelity, deceit, blackmail, and even murder. And with not-so-honest husbands, complicated relationships, family drama and meddling neighbors adding to the turmoil, it's no wonder things aren't always as they seem.",180,[Drama],3.698476373,8,ABC,2008-11-25T23:39:23Z,TV-14
7889,CSI: Crime Scene Investigation,0,"""CSI: Crime Scene Investigation"" is a fast-paced drama about a team of forensic investigators trained to solve crimes by examining the evidence. They are on the case 24/7, scouring the scene, collecting the irrefutable evidence and finding the missing pieces that will solve the mystery.",337,[Drama~Crime and Courtroom Drama],4.496905704,16,USA,,TV-14
3433,Archer,14,"Archer chronicles an international spy agency and the lives of its employees. Although their work of espionage, reconnaissance missions, wiretapping and undercover surveillance is daunting and dangerous, every covert operation and global crisis is actually just another excuse for the staff to undermine, sabotage and betray each other for personal gain. ",85,[Animation and Cartoons~Primetime Animation|Action and Adventure~Espionage|Comedy],4.448908555,7,FXX,2009-11-06T02:14:02Z,TV-MA
16937,Broad City,60,"A bottle of wine tastes just as good when you pay with all pennies. That's a fact. And no matter what the city throws at twenty-somethings Abbi and Ilana, these broads are all in. Catch the totally fresh, new series based on the acclaimed digital shorts.",30,[Comedy],4.64216127,3,Comedy Central,2016-03-09T07:00:27Z,TV-MA
8322,America's Next Top Model,0,"Young women of various backgrounds, shapes and sizes compete to prove that they can make it in the high-stress, high-stakes world of modeling. With mentoring by supermodel Tyra Banks and exposure to prolific fashion-industry gurus, the finalists compete in an accelerated modeling boot camp. Participants learn to master complicated catwalks, fashion photo shoots and perfect publicity skills, all under 24-hour-a-day surveillance of the cameras that chronicle every move.",283,[Reality and Game Shows|Teen],3.541373579,22,CBS,,TV-14
17312,The Tonight Show Starring Jimmy Fallon,3442,"Join Jimmy Fallon for a daily mix of jokes, sketches, celebrity interviews and musical guests.",18,[Comedy~Late Night Comedy],4.155577697,1,NBC,2014-02-15T08:26:11Z,TV-14
8898,Key & Peele,96,"Tired of watching just one comedian at a time? Get a pair. Catch sketch comedy masters and best friends Keegan-Michael Key and Jordan Peele for a half hour of irreverent wit, pop-culture impressions and escalating absurdity.",53,[Comedy~Sketch Comedy],4.438184167,5,Comedy Central,,TV-14
29524,The Golden Girls,1,"The Golden Girls is the story of four older women who share a house in Miami Beach, Florida. Bea Arthur plays Dorothy, a divorced school teacher, with a sardonic wit. Rue McClanahan plays Blanche, a man-hunting Southern Belle. Betty White plays Rose, a very sweet woman who is somewhat spacey. Rounding out the trio is Estelle Getty, playing Dorothy's outspoken mother, Sophia. ",180,[Classics|Comedy~Sitcoms],4.591255389,7,ABC Studios,2017-01-27T01:56:25Z,TV-PG
21721,Steven Universe,102,"Steven Universe is about the misadventures of a boy named Steven, the ultimate ""little brother"" to a team of magical guardians of humanity—the Crystal Gems. Steven may not be as powerful as the Crystal Gems. Or as savvy. But that doesn't stop him from joining Garnet, Amethyst and Pearl on their magical adventures and somehow finding a way to save the day!",102,[Comedy|Kids|Teen],4.416828893,3,Cartoon Network,2015-05-01T06:50:00Z,TV-PG
57,Kitchen Nightmares,1,An unscripted series in which Gordon Ramsay attempts to turn deserted restaurants into the most sought-after venues in town.,92,[Reality and Game Shows~Real Life Drama|Food|Family],4.019048561,6,FOX,2007-09-25T00:30:56Z,TV-14
21985,The Last Man on Earth,65,"The year is 2020, and after a deadly virus has swept the planet, only one man is left on earth: Phil Miller (Will Forte). He used to be just an average guy who loved his family and hated his job. Now, in his RV, Phil searches the country for other survivors. He has traveled to every city, every town and every outpost in the United States, Mexico and Canada, and has found no one. As he returns to his hometown of Tucson, Phil comes to the painful realization that he is almost certainly the last living being on the face of the earth. All he wants is for someone – anyone – to find him in Tucson – preferably a woman. ",48,[Comedy|Science Fiction],4.339346137,3,FOX,2015-02-11T20:28:18Z,TV-14
5638,Yu-Gi-Oh!,4,"Meet Yugi, an eager young freshman at Domino High School. Yugi and his best friends, Joey, Tristan, and Tea share a love of a cool new game that's sweeping the nation...Duel Monsters! In this card-battling game, players pit different mystical creatures against one another in action-packed, high intensity duels.",236,[Anime~Anime - Tournament|Teen|Videogames],3.674606741,5,4K Media,2011-01-17T20:50:09Z,TV-Y
23200,Elementary,1,ELEMENTARY stars Jonny Lee Miller as detective Sherlock Holmes and Lucy Liu as Dr. Joan Watson in a modern-day drama about a crime-solving duo that cracks the NYPD’s most impossible cases.,120,[Drama~Crime and Courtroom Drama],4.574669187,5,CBS,,TV-14
969,America's Got Talent,171,America votes in the ultimate talent show to determine which act deserves a million dollars.,12,[Reality and Game Shows~Competition|Teen],3.335469442,1,NBC,2016-12-16T20:02:48Z,TV-PG
12844,Sabrina: The Teenage Witch,0,"Sabrina is a normal teenager, except for one thing -- she's a witch! Guided by her aunts, who come from a long line of witches, and Salem, a mischievous warlock doing penance as a black cat, Sabrina continually struggles to harness her powers while wittingly wreaking havoc on friends and foes alike. While struggling through the growing pains associated with being a witch and getting into lots of harmless trouble along the way, Sabrina realizes that magic is not quite as easy as pointing your finger.",163,[Family|Comedy|Teen],3.905827813,7,CBS,,TV-G
2458,Shark Tank,18,"From Executive Producer Mark Burnett comes an inventive new reality series you can sink your teeth into. Budding entrepreneurs with big ideas can still make their dreams come true and ABC is about to give them the chance to make it happen. Each week a group of self-made millionaires from all corners of the business world take their own hard earned money and offer everyday people their one true shot at making their dreams a reality. Some will sink, some will swim and some will be eaten alive.",5,[Reality and Game Shows~Real Life Drama|Family],4.278262211,2,ABC,2009-08-10T04:00:07Z,TV-PG
12138,Teenage Mutant Ninja Turtles,44,"Master Splinter allows the Turtles to visit the surface for the first time, where they'll learn the importance of working as a team, uncover the mystery of their existence, and face fearsome enemies such as the Kraang and the ruthless Shredder.",100,[Kids|Animation and Cartoons|Teen],3.779686511,4,Nickelodeon,,TV-Y7
51,Arrested Development,249,"In this critically acclaimed series, Michael Bluth is forced to help his wildly eccentric family pick up the pieces after its wealthy patriarch is arrested and its assets frozen.",53,[Comedy~Sitcoms],4.687838425,3,Fox Television Classics,2007-10-07T06:13:57Z,TV-14
1861,Stargate SG-1,0,"Step through the stargate with SG-1, a team of soldiers and scientists, as they travel instantaneously to other planets to explore, forge alliances, defuse crises, establish trade, investigate ancient mysteries, and defend Earth from such hostile forces as the Goa'uld, the Replicators, and the Ori.",214,[Science Fiction|Family],4.315301436,10,MGM,,TV-14
6901,Fairy Tail,0,"When four young wizards from the most destructive guild in Fiore team up to take jobs, they forge a bond more powerful than any magic and grow stronger with every mission. Whatever you do, don't mess with these friends or you'll get burned!",349,[Anime|International~Japanese],4.520954045,8,Funimation,2011-06-10T15:13:09Z,TV-14
177,Top Chef,1510,"Top Chef offers a fascinating window into the competitive, pressure-filled environment of world class cookery and the restaurant business at the highest level. The series features seventeen aspiring chefs who compete for their shot at culinary stardom and the chance to earn the prestigious title of ""Top Chef.""",203,[Reality and Game Shows~Competition|Food~Cooking Competitions|Family],4.252735987,13,Bravo,2007-08-30T18:10:28Z,TV-14
9673,Scandal,167,"A former media relations consultant to the President, Olivia Pope (Kerry Washington) dedicates her life to protecting and defending the public images of our nation's elite. After leaving the White House, the power consultant opened her own firm, hoping to start a new chapter -- both professionally and personally -- but she can't seem to completely cut ties with her past. Slowly it becomes apparent that her staff, who specialize in fixing the lives of other people, can't quite fix the ones closest at hand -- their own.",5,[Drama],4.711270845,1,ABC,2012-03-24T00:03:18Z,TV-14
11217,Smallville,0,"After a meteor shower bursts from the heavens, raining destruction on the unsuspecting citizens of Smallville, years pass, and the healing process leaves the town's inhabitants with scars and secrets. From the ashes of tragedy, a popular yet awkward teen attempts to decipher the meaning of his life and his clouded past.",218,[Drama~Romance|Science Fiction|Action and Adventure|Teen|Family],4.467553413,10,Warner Bros.,,Not Rated
7281,Grimm,44,"From executive producers David Greenwalt (Angel, Buffy the Vampire Slayer) and Jim Kouf (Angel, National Treasure) comes a new world of police work where all cases have a storybook connection, but not always happily ever after.",5,[Action and Adventure|Drama~Mystery|Horror and Suspense|Family],4.600659796,1,NBC,2016-12-16T20:02:48Z,TV-14
28409,This Is Us,71,"From the writer and director of Crazy, Stupid, Love comes a smart, modern new dramedy that will challenge your everyday presumptions about the people you think you know.",18,[Drama|Comedy~Romantic Comedy],4.795647741,1,NBC,2016-09-08T22:21:22Z,TV-14
4726,MasterChef,146,"A culinary competition series that searches for the best home cooks in America, and through a series of exciting elimination rounds, will turn one of them into a culinary master.",10,[Food~Cooking Competitions|Reality and Game Shows|Health and Wellness|Family],4.217078235,1,FOX,2010-07-23T18:57:09Z,TV-14
15896,The Thundermans,0,"The Thundermans are just like any other American family, but they're superheroes! Watch this super family battle some serious sibling rivalry and eventually work together to use their extraordinary powers to create an ordinary life!",69,[Kids|Teen],4.024492557,3,Nickelodeon,,TV-G
